"trt","Date","Moisture"
"cntl",2021-12-20,0.136738333333333
"cntl",2021-12-21,0.137488333333333
"cntl",2021-12-22,0.137715
"cntl",2021-12-23,0.137943333333333
"cntl",2021-12-24,0.137498333333333
"cntl",2021-12-25,0.135446666666667
"cntl",2021-12-26,0.13531
"cntl",2021-12-27,0.135006666666667
"cntl",2021-12-28,0.134465
"cntl",2021-12-29,0.133931666666667
"cntl",2021-12-30,0.133383333333333
"cntl",2021-12-31,0.133306666666667
"cntl",2022-01-01,0.132643333333333
"cntl",2022-01-02,0.132058333333333
"cntl",2022-01-03,0.132626666666667
"cntl",2022-01-04,0.133068333333333
"cntl",2022-01-05,0.132446666666667
"cntl",2022-01-06,0.131803333333333
"cntl",2022-01-07,0.133851666666667
"cntl",2022-01-08,0.136303333333333
"cntl",2022-01-09,0.135338333333333
"cntl",2022-01-10,0.135095
"cntl",2022-01-11,0.135453333333333
"cntl",2022-01-12,0.136486666666667
"cntl",2022-01-13,0.151163333333333
"cntl",2022-01-14,0.172718333333333
"cntl",2022-01-15,0.168571666666667
"cntl",2022-01-16,0.167756666666667
"cntl",2022-01-17,0.168971666666667
"cntl",2022-01-18,0.172178333333333
"cntl",2022-01-19,0.169721666666667
"cntl",2022-01-20,0.164293333333333
"cntl",2022-01-21,0.163876666666667
"cntl",2022-01-22,0.159741666666667
"cntl",2022-01-23,0.157223333333333
"cntl",2022-01-24,0.157773333333333
"cntl",2022-01-25,0.157696666666667
"cntl",2022-01-26,0.155835
"cntl",2022-01-27,0.154111666666667
"cntl",2022-01-28,0.15196
"cntl",2022-01-29,0.15286
"cntl",2022-01-30,0.154948333333333
"cntl",2022-01-31,0.158548333333333
"cntl",2022-02-01,0.15566
"cntl",2022-02-02,0.15464
"cntl",2022-02-03,0.152771666666667
"cntl",2022-02-04,0.151158333333333
"cntl",2022-02-05,0.15309
"cntl",2022-02-06,0.154516666666667
"cntl",2022-02-07,0.155465
"cntl",2022-02-08,0.159011666666667
"cntl",2022-02-09,0.161026666666667
"cntl",2022-02-10,0.165423333333333
"cntl",2022-02-11,0.16933
"cntl",2022-02-12,0.164253333333333
"cntl",2022-02-13,0.160693333333333
"cntl",2022-02-14,0.162511666666667
"cntl",2022-02-15,0.166226666666667
"cntl",2022-02-16,0.170301666666667
"cntl",2022-02-17,0.170758333333333
"cntl",2022-02-18,0.16936
"cntl",2022-02-19,0.169385
"cntl",2022-02-20,0.173591666666667
"cntl",2022-02-21,0.173265
"cntl",2022-02-22,0.161925
"cntl",2022-02-23,0.1523
"cntl",2022-02-24,0.14861
"cntl",2022-02-25,0.148273333333333
"cntl",2022-02-26,0.147046666666667
"cntl",2022-02-27,0.150396666666667
"cntl",2022-02-28,0.161323333333333
"cntl",2022-03-01,0.172218333333333
"cntl",2022-03-02,0.180808333333333
"cntl",2022-03-03,0.182701666666667
"cntl",2022-03-04,0.183543333333333
"cntl",2022-03-05,0.183986666666667
"cntl",2022-03-06,0.18293
"cntl",2022-03-07,0.182123333333333
"cntl",2022-03-08,0.180803333333333
"cntl",2022-03-09,0.181273333333333
"cntl",2022-03-10,0.17998
"cntl",2022-03-11,0.176825
"cntl",2022-03-12,0.183483333333333
"cntl",2022-03-13,0.216901666666667
"cntl",2022-03-14,0.23621
"cntl",2022-03-15,0.240413333333333
"cntl",2022-03-16,0.242953333333333
"cntl",2022-03-17,0.247075
"cntl",2022-03-18,0.25043
"cntl",2022-03-19,0.25078
"cntl",2022-03-20,0.251146666666667
"cntl",2022-03-21,0.250815
"cntl",2022-03-22,0.249551666666667
"cntl",2022-03-23,0.249448333333333
"cntl",2022-03-24,0.24982
"cntl",2022-03-25,0.250223333333333
"cntl",2022-03-26,0.25036
"cntl",2022-03-27,0.250493333333333
"cntl",2022-03-28,0.250435
"cntl",2022-03-29,0.250128333333333
"cntl",2022-03-30,0.248795
"cntl",2022-03-31,0.248033333333333
"cntl",2022-04-01,0.248246666666667
"cntl",2022-04-02,0.247058333333333
"cntl",2022-04-03,0.246546666666667
"cntl",2022-04-04,0.245783333333333
"cntl",2022-04-05,0.245341666666667
"cntl",2022-04-06,0.243985
"cntl",2022-04-07,0.243083333333333
"cntl",2022-04-08,0.242461666666667
"cntl",2022-04-09,0.242223333333333
"cntl",2022-04-10,0.241386666666667
"cntl",2022-04-11,0.239815
"cntl",2022-04-12,0.239075
"cntl",2022-04-13,0.237686666666667
"cntl",2022-04-14,0.236783333333333
"cntl",2022-04-15,0.236526666666667
"cntl",2022-04-16,0.236141666666667
"cntl",2022-04-17,0.235693333333333
"cntl",2022-04-18,0.234946666666667
"cntl",2022-04-19,0.234315
"cntl",2022-04-20,0.23359
"cntl",2022-04-21,0.232255
"cntl",2022-04-22,0.230631666666667
"cntl",2022-04-23,0.229268333333333
"cntl",2022-04-24,0.22745
"cntl",2022-04-25,0.225975
"cntl",2022-04-26,0.224983333333333
"cntl",2022-04-27,0.223951666666667
"cntl",2022-04-28,0.222883333333333
"cntl",2022-04-29,0.221853333333333
"cntl",2022-04-30,0.220535
"cntl",2022-05-01,0.219218333333333
"cntl",2022-05-02,0.223335
"cntl",2022-05-03,0.22265
"cntl",2022-05-04,0.235336666666667
"cntl",2022-05-05,0.244576666666667
"cntl",2022-05-06,0.246633333333333
"cntl",2022-05-07,0.247316666666667
"cntl",2022-05-08,0.247383333333333
"cntl",2022-05-09,0.247123333333333
"cntl",2022-05-10,0.246275
"cntl",2022-05-11,0.24601
"cntl",2022-05-12,0.246596666666667
"cntl",2022-05-13,0.245453333333333
"cntl",2022-05-14,0.244635
"cntl",2022-05-15,0.243733333333333
"cntl",2022-05-16,0.242466666666667
"cntl",2022-05-17,0.240748333333333
"cntl",2022-05-18,0.239003333333333
"cntl",2022-05-19,0.236898333333333
"cntl",2022-05-20,0.236841666666667
"cntl",2022-05-21,0.235968333333333
"cntl",2022-05-22,0.234935
"cntl",2022-05-23,0.248826666666667
"cntl",2022-05-24,0.255483333333333
"cntl",2022-05-25,0.25445
"cntl",2022-05-26,0.253858333333333
"cntl",2022-05-27,0.253108333333333
"cntl",2022-05-28,0.25163
"cntl",2022-05-29,0.250938333333333
"cntl",2022-05-30,0.250216666666667
"cntl",2022-05-31,0.248713333333333
"cntl",2022-06-01,0.248143333333333
"cntl",2022-06-02,0.247078333333333
"cntl",2022-06-03,0.246391666666667
"cntl",2022-06-04,0.245095
"cntl",2022-06-05,0.243323333333333
"cntl",2022-06-06,0.241286666666667
"cntl",2022-06-07,0.239056666666667
"cntl",2022-06-08,0.236375
"cntl",2022-06-09,0.233738333333333
"cntl",2022-06-10,0.230001666666667
"cntl",2022-06-11,0.226148333333333
"cntl",2022-06-12,0.221991666666667
"cntl",2022-06-13,0.217461666666667
"cntl",2022-06-14,0.213278333333333
"cntl",2022-06-15,0.209295
"cntl",2022-06-16,0.205476666666667
"cntl",2022-06-17,0.202786666666667
"cntl",2022-06-18,0.199698333333333
"cntl",2022-06-19,0.196588333333333
"cntl",2022-06-20,0.19388
"cntl",2022-06-21,0.191133333333333
"cntl",2022-06-22,0.188705
"cntl",2022-06-23,0.186588333333333
"cntl",2022-06-24,0.184615
"cntl",2022-06-25,0.18262
"cntl",2022-06-26,0.181206666666667
"cntl",2022-06-27,0.179431666666667
"cntl",2022-06-28,0.178093333333333
"cntl",2022-06-29,0.176615
"cntl",2022-06-30,0.175555
"cntl",2022-07-01,0.178753333333333
"cntl",2022-07-02,0.188625
"cntl",2022-07-03,0.19712
"cntl",2022-07-04,0.214198333333333
"cntl",2022-07-05,0.20976
"cntl",2022-07-06,0.208341666666667
"cntl",2022-07-07,0.20829
"cntl",2022-07-08,0.227053333333333
"cntl",2022-07-09,0.247806666666667
"cntl",2022-07-10,0.243601666666667
"cntl",2022-07-11,0.242925
"cntl",2022-07-12,0.24038
"cntl",2022-07-13,0.237185
"cntl",2022-07-14,0.233168333333333
"cntl",2022-07-15,0.229635
"cntl",2022-07-16,0.228
"cntl",2022-07-17,0.222748333333333
"cntl",2022-07-18,0.217788333333333
"cntl",2022-07-19,0.212683333333333
"cntl",2022-07-20,0.207255
"cntl",2022-07-21,0.202368333333333
"cntl",2022-07-22,0.197643333333333
"cntl",2022-07-23,0.194293333333333
"cntl",2022-07-24,0.193905
"cntl",2022-07-25,0.191456666666667
"cntl",2022-07-26,0.188555
"cntl",2022-07-27,0.195561666666667
"cntl",2022-07-28,0.274663333333333
"cntl",2022-07-29,0.273246666666667
"cntl",2022-07-30,0.26645
"cntl",2022-07-31,0.260501666666667
"cntl",2022-08-01,0.254311666666667
"cntl",2022-08-02,0.247763333333333
"cntl",2022-08-03,0.241513333333333
"cntl",2022-08-04,0.234573333333333
"cntl",2022-08-05,0.22761
"cntl",2022-08-06,0.223445
"cntl",2022-08-07,0.23353
"cntl",2022-08-08,0.255783333333333
"cntl",2022-08-09,0.246388333333333
"cntl",2022-08-10,0.239068333333333
"cntl",2022-08-11,0.231203333333333
"cntl",2022-08-12,0.222971666666667
"cntl",2022-08-13,0.215231666666667
"cntl",2022-08-14,0.20991
"cntl",2022-08-15,0.20646
"cntl",2022-08-16,0.20425
"cntl",2022-08-17,0.199026666666667
"cntl",2022-08-18,0.194913333333333
"cntl",2022-08-19,0.191518333333333
"cntl",2022-08-20,0.187778333333333
"cntl",2022-08-21,0.1854
"cntl",2022-08-22,0.182995
"cntl",2022-08-23,0.179795
"cntl",2022-08-24,0.176895
"cntl",2022-08-25,0.174173333333333
"cntl",2022-08-26,0.173923333333333
"cntl",2022-08-27,0.173473333333333
"cntl",2022-08-28,0.170785
"cntl",2022-08-29,0.169313333333333
"cntl",2022-08-30,0.16831
"cntl",2022-08-31,0.167168333333333
"cntl",2022-09-01,0.165406666666667
"cntl",2022-09-02,0.164253333333333
"cntl",2022-09-03,0.162881666666667
"cntl",2022-09-04,0.161583333333333
"cntl",2022-09-05,0.160486666666667
"cntl",2022-09-06,0.159056666666667
"cntl",2022-09-07,0.157618333333333
"cntl",2022-09-08,0.155598333333333
"cntl",2022-09-09,0.154656666666667
"cntl",2022-09-10,0.156321666666667
"cntl",2022-09-11,0.154173333333333
"cntl",2022-09-12,0.153395
"cntl",2022-09-13,0.153183333333333
"cntl",2022-09-14,0.153593333333333
"cntl",2022-09-15,0.15364
"cntl",2022-09-16,0.152643333333333
"cntl",2022-09-17,0.15239
"cntl",2022-09-18,0.152606666666667
"cntl",2022-09-19,0.152823333333333
"cntl",2022-09-20,0.152508333333333
"cntl",2022-09-21,0.15248
"cntl",2022-09-22,0.17024
"cntl",2022-09-23,0.168538333333333
"cntl",2022-09-24,0.166828333333333
"cntl",2022-09-25,0.16648
"cntl",2022-09-26,0.166473333333333
"cntl",2022-09-27,0.166086666666667
"cntl",2022-09-28,0.165513333333333
"cntl",2022-09-29,0.16505
"cntl",2022-09-30,0.16508
"cntl",2022-10-01,0.16552
"cntl",2022-10-02,0.163945
"cntl",2022-10-03,0.163286666666667
"cntl",2022-10-04,0.162445
"cntl",2022-10-05,0.161476666666667
"cntl",2022-10-06,0.161213333333333
"cntl",2022-10-07,0.161231666666667
"cntl",2022-10-08,0.159725
"cntl",2022-10-09,0.15973
"cntl",2022-10-10,0.159548333333333
"cntl",2022-10-11,0.15901
"cntl",2022-10-12,0.157483333333333
"cntl",2022-10-13,0.156696666666667
"cntl",2022-10-14,0.156301666666667
"cntl",2022-10-15,0.155911666666667
"cntl",2022-10-16,0.155586666666667
"cntl",2022-10-17,0.154951666666667
"cntl",2022-10-18,0.154728333333333
"cntl",2022-10-19,0.15451
"cntl",2022-10-20,0.154191666666667
"cntl",2022-10-21,0.154316666666667
"cntl",2022-10-22,0.153845
"cntl",2022-10-23,0.152923333333333
"cntl",2022-10-24,0.150826666666667
"cntl",2022-10-25,0.149701666666667
"cntl",2022-10-26,0.148513333333333
"cntl",2022-10-27,0.148211666666667
"cntl",2022-10-28,0.146835
"cntl",2022-10-29,0.146525
"cntl",2022-10-30,0.147183333333333
"cntl",2022-10-31,0.14691
"cntl",2022-11-01,0.146783333333333
"cntl",2022-11-02,0.147241666666667
"cntl",2022-11-03,0.145468333333333
"cntl",2022-11-04,0.144526666666667
"cntl",2022-11-05,0.164761666666667
"cntl",2022-11-06,0.190361666666667
"cntl",2022-11-07,0.189336666666667
"cntl",2022-11-08,0.188753333333333
"cntl",2022-11-09,0.18828
"cntl",2022-11-10,0.18724
"cntl",2022-11-11,0.184055
"cntl",2022-11-12,0.181048333333333
"cntl",2022-11-13,0.181218333333333
"cntl",2022-11-14,0.1805
"cntl",2022-11-15,0.179393333333333
"cntl",2022-11-16,0.177521666666667
"cntl",2022-11-17,0.177241666666667
"cntl",2022-11-18,0.17643
"cntl",2022-11-19,0.174368333333333
"cntl",2022-11-20,0.173325
"cntl",2022-11-21,0.173465
"cntl",2022-11-22,0.173688333333333
"cntl",2022-11-23,0.173088333333333
"cntl",2022-11-24,0.174083333333333
"cntl",2022-11-25,0.175816666666667
"cntl",2022-11-26,0.179466666666667
"cntl",2022-11-27,0.184715
"cntl",2022-11-28,0.184646666666667
"cntl",2022-11-29,0.18485
"cntl",2022-11-30,0.183915
"cntl",2022-12-01,0.184103333333333
"cntl",2022-12-02,0.184746666666667
"cntl",2022-12-03,0.1833
"cntl",2022-12-04,0.185578333333333
"cntl",2022-12-05,0.185655290102389
"cntl",2022-12-06,0.170783333333333
"cntl",2022-12-07,0.168725
"cntl",2022-12-08,0.170733333333333
"cntl",2022-12-09,0.16747
"cntl",2022-12-10,0.163256666666667
"cntl",2022-12-11,0.157520868113523
"cntl",2022-12-12,0.159066666666667
"cntl",2022-12-13,0.161845
"cntl",2022-12-14,0.160908333333333
"cntl",2022-12-15,0.16141
"cntl",2022-12-16,0.158146666666667
"cntl",2022-12-17,0.154993333333333
"cntl",2022-12-18,0.153463333333333
"cntl",2022-12-19,0.153875
"cntl",2022-12-20,0.152828333333333
"cntl",2022-12-21,0.15529
"cntl",2022-12-22,0.159026666666667
"cntl",2022-12-23,0.155428333333333
"cntl",2022-12-24,0.154896666666667
"cntl",2022-12-25,0.15397
"cntl",2022-12-26,0.156481666666667
"cntl",2022-12-27,0.156791666666667
"cntl",2022-12-28,0.16677
"cntl",2022-12-29,0.169208333333333
"cntl",2022-12-30,0.163096666666667
"cntl",2022-12-31,0.16011
"cntl",2023-01-01,0.165465
"cntl",2023-01-02,0.167073333333333
"cntl",2023-01-03,0.166493333333333
"cntl",2023-01-04,0.165711666666667
"cntl",2023-01-05,0.162591666666667
"cntl",2023-01-06,0.163295
"cntl",2023-01-07,0.164035
"cntl",2023-01-08,0.161896666666667
"cntl",2023-01-09,0.161853333333333
"cntl",2023-01-10,0.161321666666667
"cntl",2023-01-11,0.168298333333333
"cntl",2023-01-12,0.168865
"cntl",2023-01-13,0.166455
"cntl",2023-01-14,0.171795
"cntl",2023-01-15,0.179788333333333
"cntl",2023-01-16,0.178551666666667
"cntl",2023-01-17,0.178308333333333
"cntl",2023-01-18,0.178571666666667
"cntl",2023-01-19,0.179298333333333
"cntl",2023-01-20,0.179206666666667
"cntl",2023-01-21,0.179826666666667
"cntl",2023-01-22,0.174816666666667
"cntl",2023-01-23,0.172428333333333
"cntl",2023-01-24,0.17557
"cntl",2023-01-25,0.173215
"cntl",2023-01-26,0.17047
"cntl",2023-01-27,0.167696666666667
"cntl",2023-01-28,0.169158333333333
"cntl",2023-01-29,0.171711666666667
"cntl",2023-01-30,0.170965
"cntl",2023-01-31,0.169066666666667
"cntl",2023-02-01,0.168116666666667
"cntl",2023-02-02,0.16507
"cntl",2023-02-03,0.164105
"cntl",2023-02-04,0.164335
"cntl",2023-02-05,0.166123333333333
"cntl",2023-02-06,0.167231666666667
"cntl",2023-02-07,0.167521666666667
"cntl",2023-02-08,0.168168333333333
"cntl",2023-02-09,0.168856666666667
"cntl",2023-02-10,0.16431
"cntl",2023-02-11,0.16302508361204
"cntl",2023-02-12,0.166051666666667
"cntl",2023-02-13,0.166768333333333
"cntl",2023-02-14,0.172161666666667
"cntl",2023-02-15,0.169795
"cntl",2023-02-16,0.1651
"cntl",2023-02-17,0.161485
"cntl",2023-02-18,0.16379
"cntl",2023-02-19,0.165226666666667
"cntl",2023-02-20,0.164571666666667
"cntl",2023-02-21,0.166606666666667
"cntl",2023-02-22,0.178438333333333
"cntl",2023-02-23,0.177978333333333
"cntl",2023-02-24,0.17238
"cntl",2023-02-25,0.16994
"cntl",2023-02-26,0.174381666666667
"cntl",2023-02-27,0.178626666666667
"cntl",2023-02-28,0.18141
"cntl",2023-03-01,0.174936666666667
"cntl",2023-03-02,0.172598333333333
"cntl",2023-03-03,0.176606666666667
"cntl",2023-03-04,0.176153333333333
"cntl",2023-03-05,0.173605
"cntl",2023-03-06,0.17743
"cntl",2023-03-07,0.18377
"cntl",2023-03-08,0.187031666666667
"cntl",2023-03-09,0.184156666666667
"cntl",2023-03-10,0.18738
"cntl",2023-03-11,0.190318333333333
"cntl",2023-03-12,0.191523333333333
"cntl",2023-03-13,0.190608333333333
"cntl",2023-03-14,0.196728040540541
"cntl",2023-03-15,0.199209897610922
"cntl",2023-03-16,0.189985
"cntl",2023-03-17,0.196628333333333
"cntl",2023-03-18,0.193906666666667
"cntl",2023-03-19,0.191944816053512
"cntl",2023-03-20,0.19650084317032
"cntl",2023-03-21,0.197799660441426
"cntl",2023-03-22,0.188403333333333
"cntl",2023-03-23,0.197885714285714
"cntl",2023-03-24,0.202112984822934
"cntl",2023-03-25,0.19813
"cntl",2023-03-26,0.19852754590985
"cntl",2023-03-27,0.202211666666667
"cntl",2023-03-28,0.203323333333333
"cntl",2023-03-29,0.1987
"cntl",2023-03-30,0.209988074957411
"cntl",2023-03-31,0.194612687813022
"cntl",2023-04-01,0.20765306122449
"cntl",2023-04-02,0.209405821917808
"cntl",2023-04-03,0.21192082616179
"cntl",2023-04-04,0.196751666666667
"cntl",2023-04-05,0.198968333333333
"cntl",2023-04-06,0.206863333333333
"cntl",2023-04-07,0.234074198988196
"cntl",2023-04-08,0.253354344122658
"cntl",2023-04-09,0.253309401709402
"cntl",2023-04-10,0.262371527777778
"cntl",2023-04-11,0.262253472222222
"cntl",2023-04-12,0.261543402777778
"cntl",2023-04-13,0.260958333333333
